Job Title,Company,Job Type,Location,Salary,Job Description
,,,,,"Kindertons have a very exciting opportunity for someone to join our internal ACE team.
This position is initially a three-month secondment on current renumeration terms. The period of secondment will end after the implementation and incubation of the digital transformation of ACE.
As an ACE Configurator to configure the off-shelf ICE platform that Kindertons Group has invested in as its claims and recoveries software solution. The ACE Configurator will also present training to Kindertons Group users and act as subject matter experts as part of the adoption of this software through implementation. There will also be exposure to the new fleet system as part of this exciting role!
You should have excellent interpersonal and motivational skills – able to demonstrate the drive and enthusiasm to make a difference as well as success in leadership of culture change to drive improved performance.
The preferred individual:
You should have strong motivational skills, a good communicator who works well individually and as part of a team.
Be customer focused attitude and 360 degree outlook
With the ability to think strategically and then implement.
Abie to complete repetitive tasks to a high standard of accuracy
Strong presentation skills, with the ability to articulate and present views cogently.
It Is essential you are able to build relationships at all levels of the business. 
Be able to work to the needs of all stakeholders and partners.
You should be a team player, effectively co-operating with colleagues and supporting peer to peer as necessary
Drawn from own business knowledge, with a practical and pragmatic way of thinking.
To be able to identify issues and produce solutions
A good listener who will capture the detail in direction
Your main responsibilities:
Configure the ICE claims and recoveries software with an impeccable level of attention to detail, documenting configuration in a best practice format
Communicate with all levels of stakeholder across the group to ensure clarity of business requirements and fit for purpose configuration
Champion the need for end user involvement in all aspects of the ACE programme including running user feedback sessions through design, testing and post go live
Support Crimson in the delivery of the new fleet and CRM systems
Complete peer reviews of configuration
Provide support to the ACE programme on delivering capability and the business in ensuring a smooth transition to new software and maximising the benefits to the group
Essential experience and role requirements:
Knowledge of Operational processes.
Basic understanding of configuration in a low code / no code software environment
A willingness to learn and understand Agile project methodology principles
Experience of working a core operational area of a Kindertons Group CHO (Claims, Recoveries, Transport.
Please note, to be considered for the position:
You must be a Level 2 handler or above.
There is no salary change with the position. 
All applicants must submit an internal application for you can find this on Cascade or you can contact the recruitment team and request a form from 
rs"
,,,,,"Kindertons have a very exciting opportunity for someone to join our internal ACE team.
This position is initially a three-month secondment on current renumeration terms. The period of secondment will end after the implementation and incubation of the digital transformation of ACE.
As an ACE Configurator to configure the off-shelf ICE platform that Kindertons Group has invested in as its claims and recoveries software solution. The ACE Configurator will also present training to Kindertons Group users and act as subject matter experts as part of the adoption of this software through implementation. There will also be exposure to the new fleet system as part of this exciting role!
You should have excellent interpersonal and motivational skills – able to demonstrate the drive and enthusiasm to make a difference as well as success in leadership of culture change to drive improved performance.
The preferred individual:
You should have strong motivational skills, a good communicator who works well individually and as part of a team.
Be customer focused attitude and 360 degree outlook
With the ability to think strategically and then implement.
Abie to complete repetitive tasks to a high standard of accuracy
Strong presentation skills, with the ability to articulate and present views cogently.
It Is essential you are able to build relationships at all levels of the business. 
Be able to work to the needs of all stakeholders and partners.
You should be a team player, effectively co-operating with colleagues and supporting peer to peer as necessary
Drawn from own business knowledge, with a practical and pragmatic way of thinking.
To be able to identify issues and produce solutions
A good listener who will capture the detail in direction
Your main responsibilities:
Configure the ICE claims and recoveries software with an impeccable level of attention to detail, documenting configuration in a best practice format
Communicate with all levels of stakeholder across the group to ensure clarity of business requirements and fit for purpose configuration
Champion the need for end user involvement in all aspects of the ACE programme including running user feedback sessions through design, testing and post go live
Support Crimson in the delivery of the new fleet and CRM systems
Complete peer reviews of configuration
Provide support to the ACE programme on delivering capability and the business in ensuring a smooth transition to new software and maximising the benefits to the group
Essential experience and role requirements:
Knowledge of Operational processes.
Basic understanding of configuration in a low code / no code software environment
A willingness to learn and understand Agile project methodology principles
Experience of working a core operational area of a Kindertons Group CHO (Claims, Recoveries, Transport.
Please note, to be considered for the position:
You must be a Level 2 handler or above.
There is no salary change with the position. 
All applicants must submit an internal application for you can find this on Cascade or you can contact the recruitment team and request a form from 
rs"
,,,,,"Business Critical SupportEngineer

Smarsh is the leader in communications compliance, archiving, and analytics. We provide compliance across the broadest set of communications channels with insights on what’s being captured. Smarsh customers manage over 500 million daily conversations across 80 channels and growing. Customers include the top 10 U.S., top 8 European, top 5 Canadian, and top 3 Asian banks. The Smarsh advantage is customers stay ahead of compliance and uncover patterns and relationships hidden within their data.
At Smarsh, we’ve been helping our customers manage new forms of communication since 1998. We work closely with regulators including the SEC, FINRA, IIROC, PRA, FCA and with our customers, to ensure they understand capabilities of today’s technology and our platform meets their most stringent requirements. Our products include Connected Capture, Connected Archive, Web Archive & Business Solutions.
We recently acquired Digital Reasoning, the global leader in natural language processing (NLP), artificial intelligence (AI), and machine learning (ML). The addition of Digital Reasoning’s capabilities and expertise will further enable Smarsh customers to spot risks before they happen, maximize the scalability of supervision teams, and uncover strategic insights from large volumes of data in real-time.
As a Business Critical Support Engineer, you will be working directly with our customers to audit, document, troubleshoot, customize, and advise on their Natural Language Processing (NLP), machine learning solution. You will be responsible for reviewing tickets submitted through our Salesforce and follow-up with the customer. Using a positive attitude and great communication skills you will be driving our relationship with our customers, providing them consultancy services and advising them on best practices. This role will be learning/working with the following technologies: SQL, Java, Hadoop, ElasticSearch, Cloudera, and our Natural Language Processing (NLP) platform.
.
Roles & Responsibilities
Work with multiple customers understanding their unique configurations
Receive, review, analyze, and troubleshoot system issues reported to you directly or through Salesforce.
Advise the customer’s engineering and operations teams regarding standard tasks and maintenance
Work with the Solution Engineering (Professional Services) and Product Engineering teams to escalate issues when appropriate
Evaluate the customers’ system health, identify and recommend upgrades as appropriate
Provide consultation and training services as contracted by customers
Work with the Solution Engineering team to create and review handover documentation and successfully transition new customers to the support system
Hold regular/scheduled meeting with customers proactively communicating on existing requests
Develop and run reports, track and log issues within our Salesforce system
This position may require occasional weekend or holiday coverage and up to 25% travel, some of which may be international travel
 Time Allocations
40% Troubleshooting
30% ticket review, statusing, reporting, and customer communication
20% cross-department coordination
10% development time
General Required Competencies
Strong technical competency
Experience troubleshooting technical solutions
Proven customer interaction, organization, and problem-solving skills
Experience assessing situations, responding appropriately, and providing solutions
Proven customer interaction, organization, and problem solving-skills
Ability to express technical concepts in terms that are understandable to non-technical teams
Focus on quality and stability
Solution driven – ability to listen to concerns, assess situations and respond appropriately
Desired skills & experience
Approximately 2-5 years in a Software Customer Service, Project Management, or Account Management role
Bachelor’s Degree or higher in in Software Engineering, Computer Science, or related field
Proficiency with Microsoft Office
Linux Administration and troubleshooting experience
SQL, Hadoop, ElasticSearch, working with Java applications
Experience with hosted applications and maintaining cloud infrastructure

Why Smarsh?
Ready to join a thriving tech company that’s redefining digital archiving and business intelligence?
Smarsh is the leading comprehensive archiving platform. Recognized as one of today’s fastest growing companies in the U.S., Smarsh delivers innovative cloud-based solutions that help organizations manage and enforce flexible and secure records retention and compliance strategies for electronic communications, including social media and enterprise social networks (Yammer, Chatter, Facebook, LinkedIn and more).
Our motto is ‘People First. Inspire Confidence. Embrace the Impossible.’ We hire lifelong learners who have a passion for their discipline and a track record of excellence. To learn more about us, visit www.smarsh.com/careers
 "
,,,,,"Business Critical SupportEngineer

Smarsh is the leader in communications compliance, archiving, and analytics. We provide compliance across the broadest set of communications channels with insights on what’s being captured. Smarsh customers manage over 500 million daily conversations across 80 channels and growing. Customers include the top 10 U.S., top 8 European, top 5 Canadian, and top 3 Asian banks. The Smarsh advantage is customers stay ahead of compliance and uncover patterns and relationships hidden within their data.
At Smarsh, we’ve been helping our customers manage new forms of communication since 1998. We work closely with regulators including the SEC, FINRA, IIROC, PRA, FCA and with our customers, to ensure they understand capabilities of today’s technology and our platform meets their most stringent requirements. Our products include Connected Capture, Connected Archive, Web Archive & Business Solutions.
We recently acquired Digital Reasoning, the global leader in natural language processing (NLP), artificial intelligence (AI), and machine learning (ML). The addition of Digital Reasoning’s capabilities and expertise will further enable Smarsh customers to spot risks before they happen, maximize the scalability of supervision teams, and uncover strategic insights from large volumes of data in real-time.
As a Business Critical Support Engineer, you will be working directly with our customers to audit, document, troubleshoot, customize, and advise on their Natural Language Processing (NLP), machine learning solution. You will be responsible for reviewing tickets submitted through our Salesforce and follow-up with the customer. Using a positive attitude and great communication skills you will be driving our relationship with our customers, providing them consultancy services and advising them on best practices. This role will be learning/working with the following technologies: SQL, Java, Hadoop, ElasticSearch, Cloudera, and our Natural Language Processing (NLP) platform.
.
Roles & Responsibilities
Work with multiple customers understanding their unique configurations
Receive, review, analyze, and troubleshoot system issues reported to you directly or through Salesforce.
Advise the customer’s engineering and operations teams regarding standard tasks and maintenance
Work with the Solution Engineering (Professional Services) and Product Engineering teams to escalate issues when appropriate
Evaluate the customers’ system health, identify and recommend upgrades as appropriate
Provide consultation and training services as contracted by customers
Work with the Solution Engineering team to create and review handover documentation and successfully transition new customers to the support system
Hold regular/scheduled meeting with customers proactively communicating on existing requests
Develop and run reports, track and log issues within our Salesforce system
This position may require occasional weekend or holiday coverage and up to 25% travel, some of which may be international travel
 Time Allocations
40% Troubleshooting
30% ticket review, statusing, reporting, and customer communication
20% cross-department coordination
10% development time
General Required Competencies
Strong technical competency
Experience troubleshooting technical solutions
Proven customer interaction, organization, and problem-solving skills
Experience assessing situations, responding appropriately, and providing solutions
Proven customer interaction, organization, and problem solving-skills
Ability to express technical concepts in terms that are understandable to non-technical teams
Focus on quality and stability
Solution driven – ability to listen to concerns, assess situations and respond appropriately
Desired skills & experience
Approximately 2-5 years in a Software Customer Service, Project Management, or Account Management role
Bachelor’s Degree or higher in in Software Engineering, Computer Science, or related field
Proficiency with Microsoft Office
Linux Administration and troubleshooting experience
SQL, Hadoop, ElasticSearch, working with Java applications
Experience with hosted applications and maintaining cloud infrastructure

Why Smarsh?
Ready to join a thriving tech company that’s redefining digital archiving and business intelligence?
Smarsh is the leading comprehensive archiving platform. Recognized as one of today’s fastest growing companies in the U.S., Smarsh delivers innovative cloud-based solutions that help organizations manage and enforce flexible and secure records retention and compliance strategies for electronic communications, including social media and enterprise social networks (Yammer, Chatter, Facebook, LinkedIn and more).
Our motto is ‘People First. Inspire Confidence. Embrace the Impossible.’ We hire lifelong learners who have a passion for their discipline and a track record of excellence. To learn more about us, visit www.smarsh.com/careers
 "
,,,,,"Head Of Property UK - with International travel - German Speaking
Competitive Salary
 It is an exciting time to join the MERKUR Casino UK senior team as the business plans a rapid expansion programme. MERKUR Casino UK currently operates over 180 MERKUR Slots Adult Gaming Centres, 3 Family Entertainment Centres and 3 MERKUR Bingo Clubs throughout the UK.
We have a new position for a Head of Property to join us and lead our existing, experienced teams who are responsible for all UK construction, refurbishment, facilities and maintenance projects and tasks.
 The successful candidate will report directly to the Executive Operations Director International and will have sound experience of best practice in construction that enhances the performance, profitability and reputation of the business. The candidate will develop and implement a profitable business strategy to develop opportunities with existing and new partners.
Tasks
Working with external suppliers to compare and select the best partners for the business, whilst negotiating best prices
General cost control in order to ensure maximum cost efficiency
Shape and control of efficient construction process throughout several venues across some very diverse geographical locations within the UK, ensuring compliance in UK legislation
Leadership of internal construction management and maintenance teams
Planning and execution of on-site construction meetings at new venues with internal and external stakeholders prior, during and post construction
Liaising with internal and external stakeholder groups to align internal design demands for new venues with external construction demands
Support with construction projects outside of the UK, with flexibility to travel abroad for short or long periods of time.
 Skills Required
Very good command of German language (spoken and written)
Experience with construction projects within and outside of the UK
Ability to regularly review all aspects of service delivery to ensure that the required level of financial and operational performance is being delivered
Experience of managing diverse internal and external stakeholder groups
Proven track record in a leadership role with board level exposure
Educated to degree level or above"
,,,,,"Head Of Property UK - with International travel - German Speaking
Competitive Salary
 It is an exciting time to join the MERKUR Casino UK senior team as the business plans a rapid expansion programme. MERKUR Casino UK currently operates over 180 MERKUR Slots Adult Gaming Centres, 3 Family Entertainment Centres and 3 MERKUR Bingo Clubs throughout the UK.
We have a new position for a Head of Property to join us and lead our existing, experienced teams who are responsible for all UK construction, refurbishment, facilities and maintenance projects and tasks.
 The successful candidate will report directly to the Executive Operations Director International and will have sound experience of best practice in construction that enhances the performance, profitability and reputation of the business. The candidate will develop and implement a profitable business strategy to develop opportunities with existing and new partners.
Tasks
Working with external suppliers to compare and select the best partners for the business, whilst negotiating best prices
General cost control in order to ensure maximum cost efficiency
Shape and control of efficient construction process throughout several venues across some very diverse geographical locations within the UK, ensuring compliance in UK legislation
Leadership of internal construction management and maintenance teams
Planning and execution of on-site construction meetings at new venues with internal and external stakeholders prior, during and post construction
Liaising with internal and external stakeholder groups to align internal design demands for new venues with external construction demands
Support with construction projects outside of the UK, with flexibility to travel abroad for short or long periods of time.
 Skills Required
Very good command of German language (spoken and written)
Experience with construction projects within and outside of the UK
Ability to regularly review all aspects of service delivery to ensure that the required level of financial and operational performance is being delivered
Experience of managing diverse internal and external stakeholder groups
Proven track record in a leadership role with board level exposure
Educated to degree level or above"
,,,,,"About the Sales Support position
The Sales Support’s responsibilities include working closely with customers to determine their needs, answer their questions about our products and recommend the right solutions. You should also be able to promptly resolve customer complaints and ensure maximum client satisfaction. To be successful as a Sales support, you should stay up-to-date with product features, manage stock levels and inventory within customers' facilities. 

We don’t just want a lead generator but someone who can build rapport and develop long-standing relationships.

Ultimately, the duties of a sales associate are to achieve excellent customer service, while consistently meeting the store’s sales goals.

In return, Fastenal will provide training, give you progression opportunities throughout your new career and pay a competitive salary with bonus opportunities in the future.
Working hours: Monday - Thursday; 8 am to 5 pm, Fridays; 8 am to 2:30 pm

Sales Support responsibilities are:
Providing excellent customer/sales service
Driving company vehicle to customers' locations and Fastenal stores
Working hard to drive in sales
Seeking out prospective customers
Being knowledgeable about the products/services
Business to Business sales of Industrial supplies, PPE equipment and more
Managing inventory within customer facilities
Warehouse and industrial vending machine maintenance
Receiving of goods, picking orders, shipping goods, material handling, cycle counts
Communicating with team members
Suggesting ideas on how to improve sales
Sales Support requirements are:
Experience as a Sales Associate or any related area (Preferable)
Full UK Driving Licence (Key Requirement)
Good understanding of sales and customer service
Able to communicate well with customers
Good at math
Customer friendly
Experience with POS transactions would be a plus
High school diploma/ BA/BSc would be a plus"
,,,,,"About the Sales Support position
The Sales Support’s responsibilities include working closely with customers to determine their needs, answer their questions about our products and recommend the right solutions. You should also be able to promptly resolve customer complaints and ensure maximum client satisfaction. To be successful as a Sales support, you should stay up-to-date with product features, manage stock levels and inventory within customers' facilities. 

We don’t just want a lead generator but someone who can build rapport and develop long-standing relationships.

Ultimately, the duties of a sales associate are to achieve excellent customer service, while consistently meeting the store’s sales goals.

In return, Fastenal will provide training, give you progression opportunities throughout your new career and pay a competitive salary with bonus opportunities in the future.
Working hours: Monday - Thursday; 8 am to 5 pm, Fridays; 8 am to 2:30 pm

Sales Support responsibilities are:
Providing excellent customer/sales service
Driving company vehicle to customers' locations and Fastenal stores
Working hard to drive in sales
Seeking out prospective customers
Being knowledgeable about the products/services
Business to Business sales of Industrial supplies, PPE equipment and more
Managing inventory within customer facilities
Warehouse and industrial vending machine maintenance
Receiving of goods, picking orders, shipping goods, material handling, cycle counts
Communicating with team members
Suggesting ideas on how to improve sales
Sales Support requirements are:
Experience as a Sales Associate or any related area (Preferable)
Full UK Driving Licence (Key Requirement)
Good understanding of sales and customer service
Able to communicate well with customers
Good at math
Customer friendly
Experience with POS transactions would be a plus
High school diploma/ BA/BSc would be a plus"
,,,,," Job Ref:  KGH3334
 Branch:  Holiday Inn Runcorn
 Location:  Holiday Inn Runcorn, Runcorn
 Salary/Benefits:  Competitive Salary
 Contract type:  Fixed Term
 Hours:  Part Time
 Shift pattern:  Various
 Hours per week:  20
 Posted date:  14/04/2021
 Closing date:  16/05/2021


This role? It’s ALL about the guest and delivering an outstanding service for them. And ensuring your team do the same.
Through hands-on leadership, you will ensure your team achieves all brand and company metrics and objectives. You will coach, support and engage your team and support the creation of a positive work culture that is focused on excellence, as well as seeking strategies for continuously improve the guest experience.
 What you’ll be doing 
Leading the Guest Experience function at the hotel; ensuring that all guests experience a safe & outstanding level of service throughout their stay
Collaborating with other functional leaders within the business to ensure smooth operation across departments, in order to enhance levels of guest service
Frequently reviewing guest feedback and seeking new, innovative ways to improve the guest experience
Demonstrating and leading by example with a culture of:
Being attentive to all guests
Accurately and promptly fulfilling guest requests
Understanding and anticipating guest needs
Maintaining a high level of knowledge which will enhance the guest experience
Demonstrating a service attitude that exceeds expectations
Taking appropriate action to resolve guest complaints
Guide, motivate and nurture our Guest Experience colleagues to support with continuing service excellence and demonstration of our company values and culture
Managing the performance of your team, conducting frequent job-chats that seek to enhance performance and where required, manage underperformance
Building a sales culture across the GSAs whilst executing sales initiatives to maximise room and M&E sales.
 What’ll make you a great fit
You’ll have experience as an Operational Department Manager within a fast-paced hotel/hospitality environment
You’ll enjoy using tech – we have lots of it to make your life easier and our guests experience more seamless
You’ll love people – and as a result, have great interpersonal, communication skills and leadership skills
Details? You love them! You’ll be incredibly attentive with guests as a result
Flexible and able to remain focused on results under pressure and to challenging deadlines
Self-motivated and confident
Hard-working but FUN!
 The benefits
Discounts across retail, restaurants, events etc (because we know life isn’t just about work)
Family and Friends discounts in hotels across the Kew Green Hotels estate
Leisure Club complimentary membership
International Travel at Employee Rate for other branded hotels within our brand family
Progression and room to grow, with opportunities across the UK and internationally
Flexible attitude and working hours.
Quiet hotel with an Open Lobby and indoor pool near Liverpool and ManchesterJust beside the M56 motorway, Holiday Inn® Runcorn hotel welcomes you for an event, business trip or holiday. It's a short drive to Runcorn station, with direct trains to Liverpool and London, and Runcorn East station, serving Chester and Manchester. You're also just 20 minutes by car from Liverpool John Lennon Airport (LPL) and 30 minutes from Manchester Airport (MAN). You can go bargain-hunting at the nearby Cheshire Oaks Designer Outlet and Manchester's Trafford Centre, or take your kids for a day of fun at Chester Zoo or Knowsley Safari Park. Here on business? You're close to several industrial estates, and you can arrange a conference for up to 500 people in the hotel's Cheshire Suite, which can be partitioned into smaller rooms.At this hotel you can enjoy:- Free Wi-Fi- A fitness centre with an indoor pool- Free on-site parking- Kids stay and eat freeUnwind in a cosy guest room with Smart TV and a pillow menu to suit your needs. You can indulge in a juicy steak at the Cow on the Hill grill, take advantage of 24-hour room service or grab a bite from the All Day Dining menu. The Open Lobby bar is just the place for a drink, while the Media Lounge, with comfortable seating, a TV and games, is an inviting spot to relax and socialise."
,,,,," Job Ref:  KGH3334
 Branch:  Holiday Inn Runcorn
 Location:  Holiday Inn Runcorn, Runcorn
 Salary/Benefits:  Competitive Salary
 Contract type:  Fixed Term
 Hours:  Part Time
 Shift pattern:  Various
 Hours per week:  20
 Posted date:  14/04/2021
 Closing date:  16/05/2021


This role? It’s ALL about the guest and delivering an outstanding service for them. And ensuring your team do the same.
Through hands-on leadership, you will ensure your team achieves all brand and company metrics and objectives. You will coach, support and engage your team and support the creation of a positive work culture that is focused on excellence, as well as seeking strategies for continuously improve the guest experience.
 What you’ll be doing 
Leading the Guest Experience function at the hotel; ensuring that all guests experience a safe & outstanding level of service throughout their stay
Collaborating with other functional leaders within the business to ensure smooth operation across departments, in order to enhance levels of guest service
Frequently reviewing guest feedback and seeking new, innovative ways to improve the guest experience
Demonstrating and leading by example with a culture of:
Being attentive to all guests
Accurately and promptly fulfilling guest requests
Understanding and anticipating guest needs
Maintaining a high level of knowledge which will enhance the guest experience
Demonstrating a service attitude that exceeds expectations
Taking appropriate action to resolve guest complaints
Guide, motivate and nurture our Guest Experience colleagues to support with continuing service excellence and demonstration of our company values and culture
Managing the performance of your team, conducting frequent job-chats that seek to enhance performance and where required, manage underperformance
Building a sales culture across the GSAs whilst executing sales initiatives to maximise room and M&E sales.
 What’ll make you a great fit
You’ll have experience as an Operational Department Manager within a fast-paced hotel/hospitality environment
You’ll enjoy using tech – we have lots of it to make your life easier and our guests experience more seamless
You’ll love people – and as a result, have great interpersonal, communication skills and leadership skills
Details? You love them! You’ll be incredibly attentive with guests as a result
Flexible and able to remain focused on results under pressure and to challenging deadlines
Self-motivated and confident
Hard-working but FUN!
 The benefits
Discounts across retail, restaurants, events etc (because we know life isn’t just about work)
Family and Friends discounts in hotels across the Kew Green Hotels estate
Leisure Club complimentary membership
International Travel at Employee Rate for other branded hotels within our brand family
Progression and room to grow, with opportunities across the UK and internationally
Flexible attitude and working hours.
Quiet hotel with an Open Lobby and indoor pool near Liverpool and ManchesterJust beside the M56 motorway, Holiday Inn® Runcorn hotel welcomes you for an event, business trip or holiday. It's a short drive to Runcorn station, with direct trains to Liverpool and London, and Runcorn East station, serving Chester and Manchester. You're also just 20 minutes by car from Liverpool John Lennon Airport (LPL) and 30 minutes from Manchester Airport (MAN). You can go bargain-hunting at the nearby Cheshire Oaks Designer Outlet and Manchester's Trafford Centre, or take your kids for a day of fun at Chester Zoo or Knowsley Safari Park. Here on business? You're close to several industrial estates, and you can arrange a conference for up to 500 people in the hotel's Cheshire Suite, which can be partitioned into smaller rooms.At this hotel you can enjoy:- Free Wi-Fi- A fitness centre with an indoor pool- Free on-site parking- Kids stay and eat freeUnwind in a cosy guest room with Smart TV and a pillow menu to suit your needs. You can indulge in a juicy steak at the Cow on the Hill grill, take advantage of 24-hour room service or grab a bite from the All Day Dining menu. The Open Lobby bar is just the place for a drink, while the Media Lounge, with comfortable seating, a TV and games, is an inviting spot to relax and socialise."
,,,,,"Primark is op zoek naar iemand die passie heeft voor mode en enthousiast is om onze klanten de perfecte shop expierence te geven. Hou jij van fashion? Dan zijn wij opzoek naar jou!

Aan de slag als full-time Visual Merchandiser bij Primark..
Bij ons draait alles om Customer Promise! De klant staat ten alle tijde centraal in de winkel. Jouw bijdrage is om de shop expierence compleet te maken voor de klant.
Variatie in taken, werken bij Primark is afwisselend. Bij ons krijgt iedereen kassa, vloer en paskamer training, zodat je allround inzetbaar bent.
Jij zorgt ervoor dat jouw afdeling ten alle tijden is aangevuld. Is een product niet op voorraad? Dan ben jij instaat om een alternatief aan te bieden.
Samen met jouw collega’s zorg je ervoor dat de winkel er goed uitziet voor de klant.

Om in aanmerking te komen voor de positie van full-time Visual Merchandiser bijPrimark....
dien je te voldoen aan het volgende profiel:
Fulltime beschikbaar 
Ervaring in de retail én VM is een pré;
Gezien het internationale karakter van de organisatie is de beheersing van de Engelse taal gewenst;
Je bent stressbestendig;
Je hebt een hands- on mentaliteit;
Je bent in staat om richtlijnen op te volgen;
Je hebt oog voor detail;
Je bent goed in plannen en organiseren
Een Visual Merchandiser binnenPrimark is verantwoordelijk voor onderstaande punten:
Inrichten van de etalages, displays en presentatietafels in de winkel.
Bewaken van het (visuele) imago van winkel;
Voeren van overleg met onder meer winkelmanagers;
Fungeren als aanspreekpunt als het gaat om de presentatie, etalages en displays;
Doen van voorstellen omtrent verbeterpunten op het gebied van de presentatie;
Meedenken over nieuwe concepten en nieuwe presentaties;
Meewerken aan de opening van nieuwe winkels;
Bestuderen van trends en bijhouden van ontwikkelingen
Kies voor Primark, omdat...
Je houdt van werken in een dynamische omgeving.
Je creatief en stressbestendig bent.
Je kunt zowel zelfstandig als in teamverband goed werken.
Je weet van aanpakken en durft initiatief te tonen.
Je bewust bent van wat er in de mode is en kan inspelen op de behoefte van de klant. 
Je denkt in oplossingen en niet in obstakels.
Je van mode houdt en hier graag jouw werk van wil maken!
Bij Primark bieden wij..
Een boven marktconform salaris!
Doorgroeimogelijkheden op verschillende niveaus.
Vaste werkdagen en tijden.
De gelegenheid om jouw eigen creativiteit te ontplooien
De mogelijkheid om te ondersteunen in andere Primark winkels, binnen en buiten Nederland.
Je vier keer per jaar personeelskorting krijgt van 10% aan het begin van elk nieuw seizoen, gedurende vier weken!

Kom jij ons team versterken?"
,,,,,"Primark is op zoek naar iemand die passie heeft voor mode en enthousiast is om onze klanten de perfecte shop expierence te geven. Hou jij van fashion? Dan zijn wij opzoek naar jou!

Aan de slag als full-time Visual Merchandiser bij Primark..
Bij ons draait alles om Customer Promise! De klant staat ten alle tijde centraal in de winkel. Jouw bijdrage is om de shop expierence compleet te maken voor de klant.
Variatie in taken, werken bij Primark is afwisselend. Bij ons krijgt iedereen kassa, vloer en paskamer training, zodat je allround inzetbaar bent.
Jij zorgt ervoor dat jouw afdeling ten alle tijden is aangevuld. Is een product niet op voorraad? Dan ben jij instaat om een alternatief aan te bieden.
Samen met jouw collega’s zorg je ervoor dat de winkel er goed uitziet voor de klant.

Om in aanmerking te komen voor de positie van full-time Visual Merchandiser bijPrimark....
dien je te voldoen aan het volgende profiel:
Fulltime beschikbaar 
Ervaring in de retail én VM is een pré;
Gezien het internationale karakter van de organisatie is de beheersing van de Engelse taal gewenst;
Je bent stressbestendig;
Je hebt een hands- on mentaliteit;
Je bent in staat om richtlijnen op te volgen;
Je hebt oog voor detail;
Je bent goed in plannen en organiseren
Een Visual Merchandiser binnenPrimark is verantwoordelijk voor onderstaande punten:
Inrichten van de etalages, displays en presentatietafels in de winkel.
Bewaken van het (visuele) imago van winkel;
Voeren van overleg met onder meer winkelmanagers;
Fungeren als aanspreekpunt als het gaat om de presentatie, etalages en displays;
Doen van voorstellen omtrent verbeterpunten op het gebied van de presentatie;
Meedenken over nieuwe concepten en nieuwe presentaties;
Meewerken aan de opening van nieuwe winkels;
Bestuderen van trends en bijhouden van ontwikkelingen
Kies voor Primark, omdat...
Je houdt van werken in een dynamische omgeving.
Je creatief en stressbestendig bent.
Je kunt zowel zelfstandig als in teamverband goed werken.
Je weet van aanpakken en durft initiatief te tonen.
Je bewust bent van wat er in de mode is en kan inspelen op de behoefte van de klant. 
Je denkt in oplossingen en niet in obstakels.
Je van mode houdt en hier graag jouw werk van wil maken!
Bij Primark bieden wij..
Een boven marktconform salaris!
Doorgroeimogelijkheden op verschillende niveaus.
Vaste werkdagen en tijden.
De gelegenheid om jouw eigen creativiteit te ontplooien
De mogelijkheid om te ondersteunen in andere Primark winkels, binnen en buiten Nederland.
Je vier keer per jaar personeelskorting krijgt van 10% aan het begin van elk nieuw seizoen, gedurende vier weken!

Kom jij ons team versterken?"
,,Full Time,,,"Elevation Engineering & Manufacturing's Machining and Fabrication Division has been exclusively retained to manage a recruitment campaign for our client based in the heart of Sheffield's manufacturing community. 

My client has is looking to appoint in the Final Inspection / Despatch and although experience in these areas would be an advantage, they are also looking for enthusiastic individuals who are eager to learn and develop a career within this industry.

They are looking for individuals with experience or a desire to work in the following role;

Final Release Inspector Responsibilities:

*To be the designated individual for the release of product
*Authorising the release of products
*Understand the importance of documentation required for release of parts
*Ensure no parts are released unless they comply with all documentation
*Contact shipping agents if required
*Ensure all route cards and release documentation are stored and available for trace ability

Working Hours:
Monday to Thursday 07.00am-04.00pm
Friday: 07.00am - 12.00pm


If you want to discuss the positions in more detail, please contact Nicola Jackson. Alternatively, you can send your CV directly 

Elevation Recruitment Group's Engineering division work with a vast range of businesses across Yorkshire and Humberside, Lincolnshire and East Midlands regions. For this role and other similar Maintenance and Reliability positions, visit www.elevationrecruitmentgroup.com"
,,Full Time,,,"Elevation Engineering & Manufacturing's Machining and Fabrication Division has been exclusively retained to manage a recruitment campaign for our client based in the heart of Sheffield's manufacturing community. 

My client has is looking to appoint in the Final Inspection / Despatch and although experience in these areas would be an advantage, they are also looking for enthusiastic individuals who are eager to learn and develop a career within this industry.

They are looking for individuals with experience or a desire to work in the following role;

Final Release Inspector Responsibilities:

*To be the designated individual for the release of product
*Authorising the release of products
*Understand the importance of documentation required for release of parts
*Ensure no parts are released unless they comply with all documentation
*Contact shipping agents if required
*Ensure all route cards and release documentation are stored and available for trace ability

Working Hours:
Monday to Thursday 07.00am-04.00pm
Friday: 07.00am - 12.00pm


If you want to discuss the positions in more detail, please contact Nicola Jackson. Alternatively, you can send your CV directly 

Elevation Recruitment Group's Engineering division work with a vast range of businesses across Yorkshire and Humberside, Lincolnshire and East Midlands regions. For this role and other similar Maintenance and Reliability positions, visit www.elevationrecruitmentgroup.com"
